name,rank,artist,year,id,length,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo
Scars To Your Beautiful,30,['Alessia Cara'],2017,0prNGof3XqfTvNDxHonvdK,230.226,0.573,0.739,0,-5.74,0.129,0.0285,0.111,0.451,97.085
1-800-273-8255,31,"['Logic', 'Alessia Cara', 'Khalid']",2017,5tz69p7tJuGPeMGwNTxYuV,250.173,0.62,0.574,5,-7.788,0.0479,0.569,0.19,0.357,100.023
Slow Hands,32,['Niall Horan'],2017,2cOUlop2ZakjOKe4WinesN,188.174,0.735,0.425,0,-6.648,0.0464,0.011,0.055,0.848,85.896
Love On The Brain,33,['Rihanna'],2017,5oO3drDxtziYU2H1X23ZIp,224,0.509,0.637,4,-4.83,0.0471,0.0717,0.0789,0.378,172.006
I Feel It Coming,34,"['The Weeknd', 'Daft Punk']",2017,3dhjNA0jGA8vHBQ1VdD6vV,269.186,0.773,0.819,0,-5.946,0.118,0.428,0.0679,0.585,92.987
Bounce Back,35,['Big Sean'],2017,0SGkqnVQo9KPytSri1H6cF,222.36,0.78,0.575,1,-5.628,0.139,0.106,0.129,0.273,81.502
Strip That Down,36,"['Liam Payne', 'Quavo']",2017,4Ro98RCK90oHqqSZUnTFq5,204.502,0.874,0.497,6,-5.484,0.0562,0.22,0.0761,0.542,106.023
Fake Love,37,['Drake'],2017,343YBumqHu19cGoGARUTsd,210.937,0.928,0.481,9,-9.35,0.287,0.105,0.176,0.613,134.007
Don't Wanna Know,38,"['Maroon 5', 'Kendrick Lamar']",2017,6gENBnJkfS5xq1jzTqC0fg,177.266,0.77,0.611,4,-4.565,0.0551,0.31,0.0936,0.751,99.849
Look What You Made Me Do,39,['Taylor Swift'],2017,1P17dC1amhFzptugyAO7Il,211.853,0.766,0.709,9,-6.471,0.123,0.204,0.126,0.506,128.07
Castle On The Hill,40,['Ed Sheeran'],2017,6PCUP3dWmTjcTtXY02oFdT,261.153,0.461,0.834,2,-4.868,0.0989,0.0232,0.14,0.471,135.007
Bad Things,41,"['Machine Gun Kelly', 'Camila Cabello']",2017,1PSBzsahR2AKwLJgx8ehBj,239.293,0.697,0.691,2,-4.757,0.146,0.214,0.185,0.305,137.853
Paris,42,['The Chainsmokers'],2017,15vzANxN8G9wWfwAJLLMCg,221.52,0.646,0.644,2,-6.763,0.031,0.0243,0.0888,0.251,99.999
Side To Side,43,"['Ariana Grande', 'Nicki Minaj']",2017,1pKeFVVUOPjFsOABub0OaV,226.16,0.65,0.736,6,-5.84,0.229,0.0528,0.235,0.613,159.173
Rockabye,44,"['Clean Bandit', 'Sean Paul', 'Anne-Marie']",2017,5knuzwU65gJK7IF5yJsuaW,251.088,0.72,0.763,9,-4.068,0.0523,0.406,0.18,0.742,101.965
Feel It Still,45,['Portugal. The Man'],2017,6QgjcU0zLnzq5OrUoSZ3OK,163.253,0.801,0.795,1,-5.115,0.0504,0.0417,0.0717,0.754,79.028
Let Me Love You,46,"['DJ Snake', 'Justin Bieber']",2017,0lYBSQXN6rCTvUZvg9S0lU,205.946,0.649,0.716,8,-5.371,0.0349,0.0863,0.135,0.163,99.988
Sorry Not Sorry,47,['Demi Lovato'],2017,0yvPEnB032fojLfVluFjUv,203.76,0.706,0.643,11,-6.929,0.234,0.0242,0.262,0.885,143.931
Bank Account,48,['21 Savage'],2017,2fQrGHiQOvpL9UgPvtYy6G,220.306,0.884,0.346,8,-8.228,0.351,0.0151,0.0871,0.376,75.016
Can't Stop The Feeling!,49,['Justin Timberlake'],2017,1ksBnjQFB8NivbG3JYQsuQ,223.725,0.756,0.405,5,-7.016,0.0539,0.427,0.0847,0.431,113.352
Mi Gente,50,"['J Balvin', 'Willy William', 'Beyonce']",2017,4ipnJyDU3Lq15qBAYNqlqK,189.44,0.774,0.687,11,-4.818,0.0584,0.0179,0.128,0.308,104.959
Thunder,51,['Imagine Dragons'],2017,1zB4vmk8tFRmM9UULNzbLB,187.146,0.605,0.822,0,-4.833,0.0438,0.00671,0.147,0.288,167.997
T-Shirt,52,['Migos'],2017,7KOlJ92bu51cltsD9KU5I7,242.407,0.865,0.687,10,-3.744,0.217,0.242,0.158,0.486,139.023
Rake It Up,53,"['Yo Gotti', 'Nicki Minaj']",2017,4knL4iPxPOZjQzTUlELGSY,276.333,0.91,0.444,1,-8.126,0.344,0.022,0.137,0.53,149.953
Mercy,54,['Shawn Mendes'],2017,0AS63m1wHv9n4VVRizK6Hc,208.733,0.555,0.662,11,-4.952,0.0827,0.125,0.111,0.356,148.128
Tunnel Vision,55,['Kodak Black'],2017,4Q3N4Ct4zCuIHuZ65E3BD4,268.186,0.497,0.489,11,-7.724,0.294,0.0576,0.122,0.231,171.853
Rockstar,56,"['Post Malone', '21 Savage']",2017,0e7ipj03S05BNilyu5bRzt,218.146,0.585,0.52,5,-6.136,0.0712,0.124,0.131,0.129,159.801
In Case You Didn't Know,57,['Brett Young'],2017,10M2Ex445zw585Ducldzkw,224.853,0.607,0.536,10,-7.306,0.0305,0.386,0.102,0.434,147.986
Heathens,58,['twenty one pilots'],2017,6i0V12jOa3mr6uu4WYhUBr,195.92,0.732,0.396,4,-9.348,0.0286,0.0841,0.105,0.548,90.024
Now Or Never,59,['Halsey'],2017,7i2DJ88J7jQ8K7zqFX2fW8,214.801,0.67,0.585,6,-4.861,0.0354,0.107,0.131,0.447,110.03
Caroline,60,['Amine'],2017,5hTpBe8h35rJ67eAWHQsJx,209.64,0.94,0.335,5,-10.179,0.505,0.17,0.262,0.707,120.04
Rolex,61,"['Ayo', 'Teo']",2017,0pSBuHjILhNEo55xK1zrRt,238.586,0.804,0.886,1,-2.512,0.04,0.0837,0.266,0.789,144.946
DNA.,62,['Kendrick Lamar'],2017,6HZILIRieu8S0iqY8kIKhj,185.946,0.638,0.523,1,-6.664,0.357,0.00454,0.0842,0.422,139.913
Juju On That Beat (TZ Anthem),63,"['Zay Hilfigerrr', 'Zayion McCall']",2017,1lItf5ZXJc1by9SbPeljFd,144.244,0.807,0.887,1,-3.892,0.275,0.00381,0.391,0.78,160.517
Swang,64,['Rae Sremmurd'],2017,6mapJIPnQ23RTAevUoE0DL,208.12,0.681,0.314,8,-9.319,0.0581,0.2,0.1,0.166,139.992
Passionfruit,65,['Drake'],2017,5mCPDVBb16L4XQwDdbRUpz,298.94,0.809,0.463,11,-11.377,0.0396,0.256,0.109,0.364,111.98
Loyalty.,66,"['Kendrick Lamar', 'Rihanna']",2017,6SwRhMLwNqEi6alNPVG00n,227.36,0.658,0.535,9,-8.983,0.0573,0.0265,0.2,0.419,110.684
Praying,67,['Kesha'],2017,0jdny0dhgjUwoIp5GkqEaA,230.266,0.543,0.39,10,-7.202,0.0322,0.489,0.111,0.303,73.415
Goosebumps,68,['Travis Scott'],2017,5uEYRdEIh9Bo4fpjDd4Na9,162.802,0.841,0.593,1,-7.846,0.0379,0.418,0.124,0.808,124.917
Cold,69,"['Maroon 5', 'Future']",2017,7gwLQ4tZ5UdZ7qNcDyJ8wr,234.308,0.693,0.717,9,-6.346,0.107,0.14,0.0464,0.412,99.836
Broccoli,70,"['D.R.A.M.', 'Lil Yachty']",2017,0qy5D3OJre7SPJNMOL9I71,225.205,0.886,0.525,8,-7.39,0.132,0.236,0.057,0.708,145.99
Slide,71,"['Calvin Harris', 'Frank Ocean', 'Migos']",2017,6gpcs5eMhJwax4mIfKDYQk,230.813,0.736,0.795,1,-3.299,0.0545,0.498,0.254,0.511,104.066
What Ifs,72,"['Kane Brown', 'Lauren Alaina']",2017,7zVCrzzEJU7u24sbJPXA5W,188.253,0.612,0.799,10,-4.603,0.0275,0.00898,0.172,0.687,125.976
Chained To The Rhythm,73,"['Katy Perry', 'Skip Marley']",2017,7qvxFz3JodM0A7xEM7k3YD,237.733,0.562,0.8,0,-5.404,0.112,0.0814,0.199,0.471,95.029
Feels,74,"['Calvin Harris', 'Pharrell Williams', 'Katy Perry', 'Big Sean']",2017,5bcTCxgc7xVfSaMV3RuVke,223.413,0.893,0.745,11,-3.105,0.0571,0.0642,0.0943,0.872,101.018
All Time Low,75,['Jon Bellion'],2017,0SuLAslEMFZAXf0SwY7syi,217.603,0.617,0.567,0,-4.188,0.0828,0.0584,0.0933,0.505,90.246
Hurricane,76,['Luke Combs'],2017,6xHI9KjUjYT0FPtGO8Mxa1,222.533,0.464,0.813,10,-6.185,0.0416,0.0153,0.254,0.515,75.977
Too Good At Goodbyes,77,['Sam Smith'],2017,3VlbOrM6nYPprVvzBZllE5,201,0.681,0.372,5,-8.237,0.0432,0.64,0.169,0.476,91.873
Young Dumb & Broke,78,['Khalid'],2017,5Z3GHaZ6ec9bsiI5BenrbY,202.546,0.799,0.539,1,-6.351,0.0421,0.199,0.165,0.394,136.948
Magnolia,79,['Playboi Carti'],2017,1e1JKLEDKP7hEQzJfNAgPl,181.812,0.791,0.582,11,-7.323,0.286,0.0114,0.35,0.443,162.991
Love Galore,80,"['SZA', 'Travis Scott']",2017,0q75NwOoFiARAVp4EXU4Bs,275.08,0.795,0.594,0,-6.2,0.0748,0.112,0.162,0.409,135.002
Drowning,81,"['A Boogie Wit da Hoodie', 'Kodak Black']",2017,1f5cbQtDrykjarZVrShaDI,209.269,0.839,0.81,5,-5.274,0.0568,0.501,0.117,0.814,129.014
Starving,82,"['Hailee Steinfeld', 'Grey', 'Zedd']",2017,4Ce37cRWvM1vIGGynKcs22,181.88,0.728,0.616,4,-4.238,0.0645,0.378,0.105,0.508,99.962
Both,83,"['Gucci Mane', 'Drake']",2017,5tFep7dXGd7vEJ668wTPux,190.311,0.85,0.405,7,-7.509,0.225,0.119,0.0707,0.344,139.976
What About Us,84,['P!nk'],2017,0Qh38w01QRXK6KHIv0e3hb,269.6,0.489,0.588,1,-6.177,0.0507,0.0285,0.0906,0.187,113.617
Swalla,85,"['Jason Derulo', 'Nicki Minaj', 'Ty Dolla $ign']",2017,6kex4EBAj0WHXDKZMEJaaF,216.408,0.696,0.817,1,-3.862,0.109,0.075,0.187,0.782,98.064
Slippery,86,"['Migos', 'Gucci Mane']",2017,6p8NuHm8uCGnn2Dtbtf7zE,304.041,0.92,0.674,1,-5.662,0.264,0.307,0.104,0.741,141.967
Sign Of The Times,87,['Harry Styles'],2017,5Ohxk2dO5COHF1krpoPigN,340.706,0.516,0.595,5,-4.63,0.0313,0.0275,0.109,0.222,119.972
Water Under The Bridge,88,['Adele'],2017,4jL6WWKFDqCOPo2hC3VhSS,240.439,0.59,0.833,5,-6.503,0.0615,0.0142,0.105,0.538,94.963
Malibu,89,['Miley Cyrus'],2017,1UZOjK1BwmwWU14Erba9CZ,231.906,0.573,0.781,8,-6.406,0.0555,0.0767,0.0813,0.343,139.934
Down,90,['Marian Hill'],2017,5eCkuGPZNl4mISFNPgr3Dd,197.773,0.678,0.357,0,-14.712,0.128,0.675,0.124,0.0661,113.301
No Promises,91,"['Cheat Codes', 'Demi Lovato']",2017,5lNuqFVMca4vPupY10cH0J,222.786,0.739,0.619,10,-6.669,0.162,0.0572,0.105,0.58,112.961
Treat You Better,92,['Shawn Mendes'],2017,3QGsuHI8jO1Rx4JWLUh9jd,187.973,0.444,0.819,10,-4.078,0.341,0.106,0.107,0.747,82.695
I Get The Bag,93,"['Gucci Mane', 'Migos']",2017,1XRgIKC5TPwo7nWGyKqgG0,233.087,0.89,0.633,11,-5.475,0.168,0.0232,0.0993,0.425,139.948
Small Town Boy,94,['Dustin Lynch'],2017,2YMhrXQYKkm4kXLcXKKd5z,205.733,0.554,0.743,9,-6.016,0.0287,0.0251,0.359,0.673,72.997
Everyday We Lit,95,"['YFN Lucci', 'PnB Rock']",2017,3J8Q6aBhjpvao8BsBQ6H9Y,197.17,0.758,0.646,7,-4.701,0.113,0.128,0.0776,0.589,155.949
Havana,96,"['Camila Cabello', 'Young Thug']",2017,1rfofaqEpACxVEHIZBJe6W,217.306,0.765,0.523,2,-4.333,0.03,0.184,0.132,0.394,104.988
What Lovers Do,97,"['Maroon 5', 'SZA']",2017,2j5hsQvApottzvTn4pFJWF,199.849,0.799,0.597,5,-5.131,0.0611,0.0788,0.1,0.419,110.001
Do Re Mi,98,['blackbear'],2017,3Q3myFA7q4Op95DOpHplaY,212.027,0.745,0.593,8,-6.35,0.0526,0.00522,0.123,0.17,111.002
Look At Me!,99,['XXXTENTACION'],2017,7floNISpH8VF4z4459Qo18,126.345,0.763,0.726,1,-6.405,0.282,0.259,0.0976,0.349,139.059
The Fighter,100,"['Keith Urban', 'Carrie Underwood']",2017,5OUSPcqhYTOzpbXzoEvKim,184.04,0.681,0.845,11,-5.147,0.0525,0.0304,0.197,0.761,132.023
God's Plan,1,['Drake'],2018,6DCZcSspjsKoFjzjrWoCdn,198.973,0.754,0.449,7,-9.211,0.109,0.0332,0.552,0.357,77.169
Perfect,2,['Ed Sheeran'],2018,0tgVpDi06FyKpA1z0VMD4v,263.4,0.599,0.448,8,-6.312,0.0232,0.163,0.106,0.168,95.05
Meant To Be,3,"['Bebe Rexha', 'Florida Georgia Line']",2018,7iDa6hUg2VgEL1o1HjmfBn,163.87,0.643,0.783,10,-6.458,0.0856,0.047,0.083,0.579,154.084
Havana,4,"['Camila Cabello', 'Young Thug']",2018,1rfofaqEpACxVEHIZBJe6W,217.306,0.765,0.523,2,-4.333,0.03,0.184,0.132,0.394,104.988
Rockstar,5,"['Post Malone', '21 Savage']",2018,0e7ipj03S05BNilyu5bRzt,218.146,0.585,0.52,5,-6.136,0.0712,0.124,0.131,0.129,159.801
Psycho,6,"['Post Malone', 'Ty Dolla $ign']",2018,3swc6WTsr7rl9DqQKQA55C,221.44,0.75,0.56,8,-8.094,0.105,0.546,0.111,0.459,140.06
I Like It,7,"['Cardi B', 'Bad Bunny', 'J Balvin']",2018,58q2HKrzhC3ozto2nDdN4z,253.39,0.816,0.726,5,-3.998,0.129,0.099,0.372,0.65,136.048
The Middle,8,"['Zedd', 'Maren Morris', 'Grey']",2018,09IStsImFySgyp0pIQdqAc,184.732,0.753,0.657,7,-3.061,0.0449,0.171,0.112,0.437,107.01
In My Feelings,9,['Drake'],2018,2G7V7zsVDxg1yRsu7Ew9RJ,217.925,0.835,0.626,1,-5.833,0.125,0.0589,0.396,0.35,91.03
Girls Like You,10,"['Maroon 5', 'Cardi B']",2018,6V1bu6o1Yo5ZXnsCJU8Ovk,235.545,0.851,0.541,0,-6.825,0.0505,0.568,0.13,0.448,124.959
Nice For What,11,['Drake'],2018,3CA9pLiwRIGtUBiMjbZmRw,210.746,0.585,0.909,8,-6.474,0.0707,0.0891,0.119,0.758,93.372
Lucid Dreams,12,['Juice WRLD'],2018,285pBltuF7vW8TeWk8hdRR,239.835,0.511,0.566,6,-7.23,0.2,0.349,0.34,0.218,83.903
Better Now,13,['Post Malone'],2018,7dt6x5M1jzdTEt8oCbisTK,231.266,0.68,0.578,10,-5.804,0.04,0.331,0.135,0.341,145.038
Finesse,14,"['Bruno Mars', 'Cardi B']",2018,3Vo4wInECJQuz9BIBMOu8i,217.288,0.704,0.859,5,-4.877,0.0996,0.0185,0.0215,0.926,105.115
Boo'd Up,15,['Ella Mai'],2018,59dyHkpvLTs9oxkLBMdSXM,124.598,0.743,0.443,1,-12.706,0.211,0.351,0.121,0.594,82.506
New Rules,16,['Dua Lipa'],2018,2ekn2ttSfGqwhhate0LSR0,209.32,0.762,0.7,9,-6.021,0.0694,0.00261,0.153,0.608,116.073
Sad!,17,['XXXTENTACION'],2018,3ee8Jmje8o58CHK66QrVC2,166.605,0.74,0.613,8,-4.88,0.145,0.258,0.123,0.473,75.023
Never Be The Same,18,['Camila Cabello'],2018,4eWQlBRaTjPPUlzacqEeoQ,226.973,0.637,0.713,0,-4.333,0.0747,0.181,0.137,0.243,129.923
Love Lies,19,"['Khalid', 'Normani']",2018,45Egmo7icyopuzJN0oMEdk,201.707,0.708,0.648,6,-5.626,0.0449,0.0956,0.134,0.338,143.955
No Tears Left To Cry,20,['Ariana Grande'],2018,2qT1uLXPVPzGgFOx4jtEuo,205.92,0.699,0.713,9,-5.507,0.0594,0.04,0.294,0.354,121.993
Mine,21,['Bazzi'],2018,7uzmGiiJyRfuViKKK3lVmR,131.064,0.71,0.789,4,-3.874,0.0722,0.0161,0.451,0.717,142.929
Thunder,22,['Imagine Dragons'],2018,1zB4vmk8tFRmM9UULNzbLB,187.146,0.605,0.822,0,-4.833,0.0438,0.00671,0.147,0.288,167.997
Look Alive,23,"['BlocBoy JB', 'Drake']",2018,4qKcDkK6siZ7Jp1Jb4m0aL,181.263,0.922,0.581,10,-7.495,0.27,0.00104,0.105,0.595,140.022
Delicate,24,['Taylor Swift'],2018,6NFyWDv5CjfwuzoCkw47Xf,232.253,0.75,0.404,9,-10.178,0.0682,0.216,0.0911,0.0499,95.045
Yes Indeed,25,"['Lil Baby', 'Drake']",2018,6vN77lE9LK6HP2DewaN6HZ,142.273,0.963,0.346,5,-9.309,0.53,0.0355,0.108,0.562,119.957
Friends,26,"['Marshmello', 'Anne-Marie']",2018,08bNPGLD8AhKpnnERrAc6G,202.62,0.626,0.88,9,-2.384,0.0504,0.205,0.128,0.534,95.079
Bad At Love,27,['Halsey'],2018,7y9iMe8SOB6z3NoHE2OfXl,181.279,0.675,0.751,0,-3.539,0.0296,0.0604,0.0893,0.612,118.384
Taste,28,"['Tyga', 'Offset']",2018,5IaHrVsrferBYDm0bDyABy,232.959,0.884,0.559,0,-7.442,0.12,0.0236,0.101,0.342,97.994
Let You Down,29,['NF'],2018,52okn5MNA47tk87PeZJLEL,212.12,0.662,0.714,5,-5.68,0.121,0.312,0.179,0.464,147.997
No Limit,30,"['G-Eazy', 'A$AP Rocky', 'Cardi B']",2018,2DQ1ITjI0YoLFzuADN1ZBW,245.386,0.838,0.771,1,-3.791,0.244,0.0117,0.0853,0.405,175.957
FEFE,31,"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",2018,2l8nEO0vsTRCRnGqQty6qx,179.404,0.931,0.387,1,-9.127,0.412,0.088,0.136,0.376,125.978
Tequila,32,"['Dan', 'Shay']",2018,42fw0rxRO2xbesF6mJfd4Y,196.746,0.489,0.581,11,-5.731,0.0281,0.0312,0.132,0.494,86.016
Feel It Still,33,['Portugal. The Man'],2018,6QgjcU0zLnzq5OrUoSZ3OK,163.253,0.801,0.795,1,-5.115,0.0504,0.0417,0.0717,0.754,79.028
MotorSport,34,"['Migos', 'Nicki Minaj', 'Cardi B']",2018,4wFjTWCunQFKtukqrNijEt,303.076,0.904,0.518,2,-5.32,0.183,0.0305,0.325,0.188,137.996
I Like Me Better,35,['Lauv'],2018,2P91MQbaiQOfbiz9VqhqKQ,197.436,0.752,0.505,9,-7.621,0.253,0.535,0.104,0.419,91.97
Youngblood,36,['5 Seconds Of Summer'],2018,2iUXsYOEPhVqEBwsqP70rE,203.417,0.596,0.854,7,-5.114,0.463,0.0169,0.124,0.152,120.274
Whatever It Takes,37,['Imagine Dragons'],2018,6Qn5zhYkTa37e91HC1D7lb,201.24,0.672,0.655,10,-5.021,0.0311,0.0362,0.117,0.556,134.945
Ric Flair Drip,38,"['Offset', 'Metro Boomin']",2018,7sO5G9EABYOXQKNPNiE9NR,172.8,0.88,0.428,9,-8.28,0.206,0.149,0.114,0.333,100.007
I Fall Apart,39,['Post Malone'],2018,75ZvA4QfFiZvzhj2xkaWAh,223.346,0.556,0.538,8,-5.408,0.0382,0.0689,0.196,0.291,143.95
Pray For Me,40,"['The Weeknd', 'Kendrick Lamar']",2018,77UjLW8j5UAGAGVGhR5oUK,211.44,0.735,0.677,2,-4.979,0.093,0.0762,0.111,0.188,100.584
Back To You,41,['Selena Gomez'],2018,4hQ6UGyWQIGJmHSo0J88JW,207.904,0.601,0.724,6,-4.856,0.0486,0.0945,0.12,0.508,102.061
Sicko Mode,42,['Travis Scott'],2018,2xLMifQCjDGFmkHkpNLD9h,312.82,0.834,0.73,8,-3.714,0.222,0.00513,0.124,0.446,155.008
Walk It Talk It,43,"['Migos', 'Drake']",2018,6n4U3TlzUGhdSFbUUhTvLP,276.147,0.907,0.633,2,-5.145,0.184,0.0876,0.106,0.395,145.914
Gucci Gang,44,['Lil Pump'],2018,43ZyHQITOjhciSUUNPVRHc,124.055,0.936,0.523,5,-6.71,0.0597,0.239,0.117,0.699,119.889
Him & I,45,"['G-Eazy', 'Halsey']",2018,5k38wzpLb15YgncyWdTZE4,268.866,0.589,0.731,2,-6.343,0.0868,0.0534,0.308,0.191,87.908
In My Blood,46,['Shawn Mendes'],2018,2QZ7WLBE8h2y1Y5Fb8RYbH,211.36,0.622,0.712,5,-7.321,0.066,0.0573,0.13,0.487,140.025
All The Stars,47,"['Kendrick Lamar', 'SZA']",2018,3GCdLUSnKSMJhs4Tj6CV3s,232.186,0.698,0.633,8,-4.946,0.0597,0.0605,0.0926,0.552,96.924
Stir Fry,48,['Migos'],2018,2UVbBKQOdFAekPTRsnkzcf,190.288,0.817,0.816,2,-5.402,0.269,0.00263,0.159,0.508,181.982
Too Good At Goodbyes,49,['Sam Smith'],2018,3VlbOrM6nYPprVvzBZllE5,201,0.681,0.372,5,-8.237,0.0432,0.64,0.169,0.476,91.873
Love.,50,"['Kendrick Lamar', 'Zacari']",2018,6PGoSes0D9eUDeeAafB2As,213.4,0.8,0.585,10,-7.343,0.0924,0.264,0.153,0.779,126.058
This Is America,51,['Childish Gambino'],2018,0b9oOr2ZgvyQu88wzixux9,225.773,0.854,0.463,5,-6.159,0.137,0.117,0.354,0.549,120.024
Nonstop,52,['Drake'],2018,0TlLq3lA83rQOYtrqBqSct,238.614,0.912,0.412,7,-8.074,0.123,0.0165,0.104,0.423,154.983
Heaven,53,['Kane Brown'],2018,1HXy5I3HTWq8OvxCn0z7G7,179.506,0.677,0.556,9,-6.544,0.0306,0.263,0.105,0.521,80.006
Bodak Yellow (Money Moves),54,['Cardi B'],2018,7xYqQPIvaj47pcyWQwGZqm,289.624,0.768,0.903,9,-2.741,0.0674,0.00863,0.076,0.779,126.027
Freaky Friday,55,"['Lil Dicky', 'Chris Brown']",2018,10Igtw8bSDyyFs7KIsKngZ,216.631,0.755,0.599,8,-5.042,0.224,0.147,0.109,0.755,133.123
Gummo,56,['6ix9ine'],2018,4HbiCvH1R7mVOJ7KY7JQBD,157.643,0.66,0.775,2,-4.926,0.172,0.0553,0.129,0.635,157.036
Plug Walk,57,['Rich The Kid'],2018,1ZAyjvIk9YiD76yYy0TEG6,175.229,0.876,0.519,11,-6.531,0.143,0.202,0.108,0.158,94.981
Wait,58,['Maroon 5'],2018,6AvfZXpbb6r35DfF7gHPRq,190.642,0.655,0.603,8,-5.014,0.0555,0.0959,0.107,0.452,126.088
Be Careful,59,['Cardi B'],2018,2Yl4OmDby9iitgNWZPwxkd,210.787,0.82,0.568,6,-8.23,0.411,0.0256,0.0952,0.535,152.279
Wolves,60,"['Selena Gomez', 'Marshmello']",2018,3yz3i1gq6pO6vaTqNAEdXg,197.993,0.725,0.804,11,-4.614,0.0422,0.124,0.204,0.31,124.996
Bartier Cardi,61,"['Cardi B', '21 Savage']",2018,0dIoGTQXDh1wVnhIiSyYEa,224.284,0.908,0.524,1,-7.955,0.181,0.00111,0.383,0.109,138.015
God Is A Woman,62,['Ariana Grande'],2018,5OCJzvD7sykQEKHH7qAC3C,197.546,0.602,0.658,1,-5.934,0.0558,0.0233,0.237,0.268,145.031
Big Bank,63,"['YG', '2 Chainz', 'Big Sean', 'Nicki Minaj']",2018,0ZNrc4kNeQYD9koZ3KvCsy,237.24,0.745,0.346,1,-7.709,0.331,0.00552,0.0881,0.112,203.911
Sorry Not Sorry,64,['Demi Lovato'],2018,0yvPEnB032fojLfVluFjUv,203.76,0.706,0.643,11,-6.929,0.234,0.0242,0.262,0.885,143.931
How Long,65,['Charlie Puth'],2018,6wmAHw1szh5RCKSRjiXhPe,200.853,0.845,0.561,1,-5.253,0.0778,0.211,0.0383,0.811,109.974
Lights Down Low,66,"['MAX', 'gnash']",2018,5A6BJLZArq1MPjsnmcuk5f,223.846,0.623,0.493,5,-7.727,0.0338,0.0632,0.104,0.594,81.019
Young Dumb & Broke,67,['Khalid'],2018,5Z3GHaZ6ec9bsiI5BenrbY,202.546,0.799,0.539,1,-6.351,0.0421,0.199,0.165,0.394,136.948
One Kiss,68,"['Calvin Harris', 'Dua Lipa']",2018,7ef4DlsgrMEH11cDZd32M6,214.846,0.791,0.862,9,-3.24,0.11,0.037,0.0814,0.592,123.994
Natural,69,['Imagine Dragons'],2018,2FY7b99s15jUprqC0M5NCT,189.466,0.704,0.611,2,-6.112,0.0409,0.217,0.0812,0.22,100
You Make It Easy,70,['Jason Aldean'],2018,6EGAfJaLUFzhS4zRBIEQ2J,196.8,0.375,0.574,7,-5.305,0.0315,0.143,0.11,0.406,132.025
Shape Of You,71,['Ed Sheeran'],2018,7qiZfU4dY1lWllzX7mPBI3,233.712,0.825,0.652,1,-3.183,0.0802,0.581,0.0931,0.931,95.977
I Get The Bag,72,"['Gucci Mane', 'Migos']",2018,1XRgIKC5TPwo7nWGyKqgG0,233.087,0.89,0.633,11,-5.475,0.168,0.0232,0.0993,0.425,139.948
No Brainer,73,"['DJ Khaled', 'Justin Bieber', 'Chance The Rapper', 'Quavo']",2018,5WvAo7DNuPRmk4APhdPzi8,260,0.552,0.76,0,-4.706,0.342,0.0733,0.0865,0.639,135.702
Plain Jane,74,"['A$AP Ferg', 'Nicki Minaj']",2018,4dVpf9jZjcORqGTLUaeYj9,173.6,0.797,0.844,11,-5.482,0.275,0.0651,0.087,0.52,170.142
Sky Walker,75,"['Miguel', 'Travis Scott']",2018,5WoaF1B5XIEnWfmb5NZikf,259.333,0.674,0.506,6,-10.532,0.0434,0.173,0.0866,0.183,145.965
Marry Me,76,['Thomas Rhett'],2018,0OWZFobGSIW9GrSlQ9C5pc,205.453,0.333,0.412,3,-8.633,0.029,0.0977,0.113,0.474,85.028
Eastside,77,"['benny blanco', 'Halsey', 'Khalid']",2018,0d2iYfpKoM0QCKvcLCkBao,173.799,0.56,0.68,6,-7.648,0.321,0.555,0.116,0.319,89.391
Call Out My Name,78,['The Weeknd'],2018,09mEdoA6zrmBPgTEN5qXmN,228.373,0.461,0.593,1,-4.954,0.0356,0.17,0.307,0.175,134.17
King's Dead,79,"['Jay Rock', 'Kendrick Lamar', 'Future', 'James Blake']",2018,51rXHuKN8Loc4sUlKPODgH,229.67,0.645,0.705,1,-5.008,0.299,0.000813,0.128,0.376,137.133
Happier,80,"['Marshmello', 'Bastille']",2018,2dpaYNEQHiRxtZbfNsse99,214.289,0.687,0.792,5,-2.749,0.0452,0.191,0.167,0.671,100.015
Te Bote,81,"['Casper Magico', 'Nio Garcia', 'Darell', 'Nicky Jam', 'Ozuna', 'Bad Bunny']",2018,5qaTxvR8tsEfivYI4lK3rh,413.68,0.904,0.651,11,-3.785,0.186,0.367,0.0518,0.371,96.54
Simple,82,['Florida Georgia Line'],2018,4L9Ds4mpD3SuYoWwFUlv16,185.2,0.362,0.882,3,-3.717,0.0973,0.0791,0.15,0.864,199.811
Lemon,83,"['N*E*R*D', 'Rihanna']",2018,4nMb8pMRQ5d5pTDv0z4dqH,188.546,0.383,0.285,3,-9.599,0.0319,0.852,0.37,0.283,84.016
1-800-273-8255,84,"['Logic', 'Alessia Cara', 'Khalid']",2018,5tz69p7tJuGPeMGwNTxYuV,250.173,0.62,0.574,5,-7.788,0.0479,0.569,0.19,0.357,100.023
Say Something,85,"['Justin Timberlake', 'Chris Stapleton']",2018,09ts3GnICqYEU5PkQCpJK3,278.893,0.707,0.632,10,-7.031,0.0789,0.103,0.0841,0.372,97.04
I'm Upset,86,['Drake'],2018,0a36vTjb7sRO4yJor3COlZ,119.16,0.754,0.848,0,-6.64,0.0639,0.35,0.11,0.739,142.969
